code,name_vi,category,Năng lượng,Chất đạm,Chất đạm_unit,Chất béo (Fat),Chất béo (Fat)_unit,Chất bột đường,Chất bột đường_unit,Retinol,Retinol_unit,Vitamin A (RAE),Vitamin A (RAE)_unit,Beta-carotene,Beta-carotene_unit,Vitamin C,Vitamin C_unit,Canxi,Canxi_unit,Sắt,Sắt_unit,Natri,Natri_unit,Kali,Kali_unit,Kẽm,Kẽm_unit,Nước,Nước_unit,Tryptophan,Tryptophan_unit,Threonine,Threonine_unit,Isoleucine,Isoleucine_unit,Leucine,Leucine_unit,Lysine,Lysine_unit,Methionine,Methionine_unit,Cystine,Cystine_unit,Phenylalanine,Phenylalanine_unit,Tyrosine,Tyrosine_unit,Valine,Valine_unit,Arginine,Arginine_unit,Histidine,Histidine_unit,Alanine,Alanine_unit,Axit Aspartic,Axit Aspartic_unit,Axit Glutamic,Axit Glutamic_unit,Glycine,Glycine_unit,Proline,Proline_unit,Serine,Serine_unit,Axit béo bão hòa tổng số,Axit béo bão hòa tổng số_unit,C16:0,C16:0_unit,C18:0,C18:0_unit,Axit béo không bão hòa đơn tổng số,Axit béo không bão hòa đơn tổng số_unit,C18:1 c,C18:1 c_unit,Axit béo không bão hòa đa tổng số,Axit béo không bão hòa đa tổng số_unit,"C 18:2, cis, n-6 (Linoleic Acid)","C 18:2, cis, n-6 (Linoleic Acid)_unit","C 18:3, cis, n-3 (Alpha-Linolenic Acid)","C 18:3, cis, n-3 (Alpha-Linolenic Acid)_unit","Sugars, total","Sugars, total_unit",Tro,Tro_unit,Magie,Magie_unit,Photpho,Photpho_unit,Đồng,Đồng_unit,Mangan,Mangan_unit,Selen,Selen_unit,Vitamin D (D2 + D3),Vitamin D (D2 + D3)_unit,Vitamin E,Vitamin E_unit,Vitamin B1 (Thiamin),Vitamin B1 (Thiamin)_unit,Vitamin B2 (Riboflavin),Vitamin B2 (Riboflavin)_unit,Vitamin B3 (Niacin),Vitamin B3 (Niacin)_unit,Vitamin B5 (axit pantothenic),Vitamin B5 (axit pantothenic)_unit,Vitamin B6,Vitamin B6_unit,Vitamin B9 (Folate),Vitamin B9 (Folate)_unit,"Folate, food","Folate, food_unit",Vitamin K1 (Phylloquinone),Vitamin K1 (Phylloquinone)_unit,C16:1 c,C16:1 c_unit,C20:4 n-6,C20:4 n-6_unit,Lycopene,Lycopene_unit,Lutein + zeaxanthin,Lutein + zeaxanthin_unit,Chất xơ,Chất xơ_unit,Cholesterol,Cholesterol_unit,C18:1 undifferentiated,C18:1 undifferentiated_unit,Vitamin B12,Vitamin B12_unit,C4:0,C4:0_unit,C6:0,C6:0_unit,C8:0,C8:0_unit,C10:0,C10:0_unit,C12:0,C12:0_unit,C14:0,C14:0_unit,C16:1 undifferentiated,C16:1 undifferentiated_unit,C18:2 undifferentiated,C18:2 undifferentiated_unit,C18:3 undifferentiated,C18:3 undifferentiated_unit,F,F_unit,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol)_unit,"Tocopherol, alpha","Tocopherol, alpha_unit","Folate, DFE","Folate, DFE_unit","Choline, total","Choline, total_unit",C20:0,C20:0_unit,C22:0,C22:0_unit,"Fatty acids, total trans","Fatty acids, total trans_unit"
3020011,Vừng rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",607.0,20.94,g,48.33,g,21.98,g,,,1.3,mcg,15.63,mcg,,,1015.63,mg,15.16,mg,11.46,mg,487.5,mg,8.07,mg,3.75,g,0.38,mg,0.71,mg,0.88,mg,1.47,mg,0.71,mg,0.63,mg,0.21,mg,1.47,mg,0.74,mg,1.04,mg,1.93,mg,0.31,mg,1.13,mg,1.18,mg,4.33,mg,1.3,mg,1.3,mg,1.02,mg,7.25,g,4.63,g,2.18,g,19.54,g,,g,22.68,g,22.27,g,0.39,g,0.31,g,5.0,g,365.63,mg,655.21,mg,4.25,mg,2.56,mg,5.94,mcg,,mcg,0.26,mg,0.62,mg,0.22,mg,4.47,mg,0.04,mg,0.62,mg,50.52,mcg,,mcg,,,,g,,,,mcg,,,3.65,g,,,19.29,g,,,,g,,g,,g,,g,,g,,g,0.16,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
3021,"Bột đậu tương, đã loại béo","Hạt, quả giàu đạm, béo và sản phẩm chế biến",331.0,49.0,g,1.0,g,31.5,g,,,2.92,mcg,35.0,mcg,,,247.0,mg,7.6,mg,20.0,mg,2384.0,mg,2.46,mg,14.0,g,683.0,mg,2042.0,mg,2281.0,mg,3828.0,mg,3129.0,mg,634.0,mg,757.0,mg,2453.0,mg,1778.0,mg,2346.0,mg,3647.0,mg,1268.0,mg,2215.0,mg,5911.0,mg,9106.0,mg,2174.0,mg,2750.0,mg,2725.0,mg,0.14,g,0.1,g,0.03,g,0.21,g,0.21,g,0.53,g,0.47,g,0.06,g,,,4.5,g,290.0,mg,602.0,mg,4.07,mg,3.02,mg,1.7,mcg,,,0.2,mg,0.7,mg,0.3,mg,2.0,mg,2.0,mg,0.57,mg,305.0,mcg,305.0,mcg,4.1,mcg,0.0,g,,,,,,,2.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,"Bột đậu tương, rang chín","Hạt, quả giàu đạm, béo và sản phẩm chế biến",428.0,41.0,g,18.0,g,25.4,g,,,,,,,,,189.0,mg,7.5,mg,,,,,,,10.0,g,506.0,mg,1511.0,mg,1688.0,mg,2834.0,mg,2316.0,mg,469.0,mg,561.0,mg,1816.0,mg,1316.0,mg,1737.0,mg,2700.0,mg,938.0,mg,1639.0,mg,4375.0,mg,6740.0,mg,1609.0,mg,2035.0,mg,2017.0,mg,3.16,g,1.91,g,0.64,g,4.29,g,3.93,g,12.34,g,8.96,g,1.2,g,,,5.6,g,,,540.0,mg,,,,,,,,,,,0.4,mg,0.16,mg,2.0,mg,,,,,,,,,,,0.05,g,,,,,,,2.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,Bột đậu xanh,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",363.0,24.6,g,2.5,g,60.4,g,,,,,,,4.19,mg,50.0,mg,5.0,mg,6.28,mg,1185.0,mg,1.15,mg,10.0,g,454.15,mg,773.74,mg,989.26,mg,1689.41,mg,2255.0,mg,481.49,mg,118.79,mg,1323.56,mg,584.51,mg,1039.72,mg,1545.38,mg,697.0,mg,850.49,mg,2574.59,mg,3282.1,mg,796.87,mg,843.13,mg,954.56,mg,0.36,g,0.26,g,0.07,g,0.17,g,0.17,g,0.4,g,0.37,g,0.03,g,,,2.5,g,283.0,mg,100.0,mg,0.92,mg,,,,,,,0.53,mg,0.75,mg,0.16,mg,2.51,mg,2.0,mg,0.4,mg,654.07,mcg,654.07,mcg,9.42,mcg,,,,,,,,,3.9,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Bột lạc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",583.0,27.5,g,45.0,g,17.1,g,,,0.82,mcg,9.84,mcg,,,80.0,mg,3.0,mg,3.94,mg,414.25,mg,1.87,mg,8.0,g,319.77,mg,820.74,mg,937.98,mg,1875.97,mg,1055.23,mg,383.72,mg,265.41,mg,1790.7,mg,713.08,mg,1375.0,mg,2899.22,mg,618.22,mg,713.08,mg,3146.51,mg,5404.07,mg,1371.8,mg,1317.44,mg,1659.59,mg,6.25,g,4.71,g,1.01,g,22.33,g,21.71,g,14.22,g,14.22,g,0.0,g,,,2.4,g,182.0,mg,380.0,mg,0.41,mg,1.57,mg,,,,,8.2,mg,0.4,mg,0.11,mg,15.3,mg,1.74,mg,0.34,mg,236.15,mcg,236.15,mcg,,,0.01,g,,,,,,,2.1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,"Đậu phụ, sống","Hạt, quả giàu đạm, béo và sản phẩm chế biến",97.0,10.9,g,5.4,g,1.1,g,,,,,,,0.1,mg,24.0,mg,2.2,mg,7.0,mg,121.0,mg,0.8,mg,82.0,g,133.0,mg,235.0,mg,360.0,mg,618.0,mg,460.0,mg,108.0,mg,108.0,mg,443.0,mg,233.0,mg,364.0,mg,472.0,mg,264.0,mg,261.0,mg,845.0,mg,1536.0,mg,293.0,mg,410.0,mg,367.0,mg,0.69,g,0.51,g,0.17,g,1.06,g,1.04,g,2.7,g,2.38,g,0.32,g,,,0.6,g,30.0,mg,85.0,mg,0.19,mg,0.61,mg,8.9,mcg,,,,,0.03,mg,0.02,mg,0.4,mg,0.07,mg,0.05,mg,15.0,mcg,15.0,mcg,,,0.01,g,,,,,,,0.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025002,Đậu phụ luộc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",98.0,11.01,g,5.45,g,1.11,g,,,,,,mcg,0.1,mg,24.24,mg,2.22,mg,7.07,mg,122.22,mg,0.81,mg,81.82,g,0.13,mg,0.24,mg,0.36,mg,0.62,mg,0.46,mg,0.11,mg,0.11,mg,0.45,mg,0.24,mg,0.37,mg,0.48,mg,0.27,mg,0.26,mg,0.85,mg,1.55,mg,0.3,mg,0.41,mg,0.37,mg,0.7,g,0.51,g,0.17,g,1.07,g,,g,2.73,g,2.4,g,0.32,g,,g,0.61,g,30.3,mg,85.86,mg,0.19,mg,0.61,mg,8.99,mcg,,mcg,,mg,0.02,mg,0.01,mg,0.24,mg,0.04,mg,0.03,mg,7.58,mcg,,mcg,,mcg,,g,,,,mcg,,,0.4,g,,,1.05,g,,,,g,,g,,g,,g,,g,,g,0.01,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
3026,"Đậu phụ chúc, sống","Hạt, quả giàu đạm, béo và sản phẩm chế biến",415.0,50.2,g,20.8,g,6.8,g,,,,,,,,,325.0,mg,10.8,mg,,,,,,,18.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,g,,,225.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,"Đậu phụ, nướng","Hạt, quả giàu đạm, béo và sản phẩm chế biến",116.0,13.4,g,6.4,g,1.3,g,,,,,,,,,370.0,mg,4.7,mg,,,,,,,78.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,g,,,167.0,mg,,,,,,,,,,,0.04,mg,0.05,mg,0.1,mg,,,,,,,,,,,,,,,,,,,0.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,"Hạt bí đỏ, rang","Hạt, quả giàu đạm, béo và sản phẩm chế biến",528.0,35.1,g,31.8,g,25.3,g,,,19.58,mcg,235.0,mcg,,,235.0,mg,2.2,mg,172.0,mg,383.0,mg,,,3.6,g,554.0,mg,1319.0,mg,1801.0,mg,2632.0,mg,1524.0,mg,587.0,mg,349.0,mg,1319.0,mg,1042.0,mg,1834.0,mg,4920.0,mg,798.0,mg,1629.0,mg,3080.0,mg,5889.0,mg,1939.0,mg,2150.0,mg,1352.0,mg,,,,,,,,,,,,,,,,,,,4.2,g,311.0,mg,900.0,mg,,,,,,,,,,,0.15,mg,0.15,mg,3.0,mg,,,,,,,,,,,,,,,,,,,2.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,"Hạt dưa hấu, rang","Hạt, quả giàu đạm, béo và sản phẩm chế biến",558.0,31.8,g,39.1,g,19.8,g,,,7.5,mcg,90.0,mcg,,,237.0,mg,3.0,mg,,,,,,,4.8,g,428.0,mg,1203.0,mg,1447.0,mg,2007.0,mg,937.0,mg,398.0,mg,295.0,mg,1096.0,mg,805.0,mg,1447.0,mg,4468.0,mg,749.0,mg,1447.0,mg,2247.0,mg,5324.0,mg,1498.0,mg,1391.0,mg,1096.0,mg,8.0,g,3.8,g,4.2,g,29.0,g,5.8,g,,,23.3,g,,,,,4.5,g,,,751.0,mg,,,,,,,,,,,0.03,mg,0.14,mg,2.7,mg,,,,,,,,,,,,,,,,,,,1.8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,"Hạt điều khô, chiên dầu","Hạt, quả giàu đạm, béo và sản phẩm chế biến",585.0,18.3,g,49.3,g,17.1,g,,,0.42,mcg,5.0,mcg,,,32.0,mg,3.9,mg,,,,,,,12.7,g,347.0,mg,868.0,mg,868.0,mg,1388.0,mg,1062.0,mg,194.0,mg,239.0,mg,888.0,mg,434.0,mg,1280.0,mg,1607.0,mg,455.0,mg,781.0,mg,1801.0,mg,3796.0,mg,1020.0,mg,1062.0,mg,1214.0,mg,5.5,g,5.5,g,,g,41.1,g,32.1,g,,,8.6,g,,,,,2.6,g,,,411.0,mg,,,,,,,,,,,0.36,mg,0.34,mg,1.4,mg,,,,,,,,,,,,,,,,,,,0.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,Sữa bột đậu nành,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",413.0,31.1,g,9.7,g,50.4,g,,,,,,,,,224.0,mg,7.5,mg,,,,,,,3.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,g,,,320.0,mg,,,,,,,,,,,0.4,mg,0.16,mg,2.0,mg,,,,,,,,,,,,,,,,,,,2.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,Sữa đậu nành (100g đậu/lít),"Hạt, quả giàu đạm, béo và sản phẩm chế biến",29.0,3.1,g,1.6,g,0.5,g,,,,,,,,,18.0,mg,0.23,mg,55.0,mg,124.0,mg,0.21,mg,94.4,g,42.0,mg,152.0,mg,162.0,mg,230.0,mg,162.0,mg,42.0,mg,23.0,mg,162.0,mg,108.0,mg,176.0,mg,196.0,mg,69.0,mg,137.0,mg,348.0,mg,539.0,mg,152.0,mg,230.0,mg,172.0,mg,0.23,g,0.17,g,0.06,g,0.38,g,0.36,g,0.77,g,0.68,g,0.09,g,,,0.4,g,25.0,mg,36.0,mg,0.14,mg,0.22,mg,4.8,mcg,0.4,mcg,1.35,mg,0.05,mg,0.02,mg,0.14,mg,0.52,mg,0.02,mg,16.0,mcg,16.0,mcg,3.0,mcg,,,,,,,,,0.1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,Tào phớ,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",46.0,3.8,g,1.2,g,4.7,g,,,,,,,,,92.0,mg,0.3,mg,33.0,mg,85.0,mg,,,89.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,g,38.0,mg,150.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036002,Đậu ngự luộc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",136.0,9.68,g,0.4,g,23.4,g,,,,mcg,,mcg,,,36.0,mg,1.64,mg,7.2,mg,118.0,mg,,mg,65.12,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,g,,g,,g,,g,,g,,g,,g,,g,,g,1.4,g,,mg,96.0,mg,,mg,,mg,,mcg,,mcg,,mg,0.11,mg,0.05,mg,0.34,mg,,mg,,mg,,mcg,,mcg,,mcg,,g,,g,,mcg,,mcg,,g,,mg,,g,,mcg,,g,,g,,g,,g,,g,,g,,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,g,,g,,g
3037002,Đậu ván luộc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",16.0,1.12,g,,,2.8,g,,,40.0,mcg,480.0,mcg,9.32,mg,29.12,mg,0.46,mg,,mg,,mg,0.3,mg,95.84,g,,mg,0.05,mg,0.02,mg,0.03,mg,0.04,mg,0.01,mg,0.04,mg,0.02,mg,0.02,mg,0.03,mg,0.04,mg,0.17,mg,0.07,mg,0.11,mg,0.07,mg,0.01,mg,,mg,0.04,mg,,g,,g,,g,,g,,g,,g,,g,,g,,g,0.24,g,,mg,134.44,mg,,mg,,mg,,mcg,,mcg,,mg,0.02,mg,0.01,mg,,mg,,mg,,mg,,mcg,,mcg,,mcg,,g,,g,,mcg,,mcg,,g,,mg,,g,,mcg,,g,,g,,g,,g,,g,,g,,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,g,,g,,g
3038,Đậu phụ non Tứ Xuyên,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",97.0,10.9,g,5.4,g,1.1,g,,,,,,,0.1,mg,24.0,mg,2.2,mg,7.0,mg,121.0,mg,0.8,mg,82.0,g,0.13,mg,0.24,mg,0.36,mg,0.62,mg,0.46,mg,0.11,mg,0.11,mg,0.44,mg,0.23,mg,0.36,mg,0.47,mg,0.26,mg,0.26,mg,0.85,mg,1.54,mg,0.29,mg,0.41,mg,0.37,mg,0.69,g,0.51,g,0.17,g,1.06,g,,,2.7,g,2.38,g,0.32,g,,,0.6,g,30.0,mg,85.0,mg,0.19,mg,0.61,mg,8.9,mcg,,,,,0.03,mg,0.02,mg,0.4,mg,0.07,mg,0.05,mg,15.0,mcg,,,,,,,,,,,,,0.4,g,,,1.04,g,,,,,,,,,,,,,,,0.01,g,,,,,,,,,,,,,,,,,,,,
3039002,Hạt sen tươi luộc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",172.0,9.5,g,1.17,g,30.8,g,,,0.83,mcg,10.0,mcg,,,76.0,mg,1.4,mg,1.0,mg,367.0,mg,0.28,mg,56.73,g,0.06,mg,0.2,mg,0.21,mg,0.33,mg,0.26,mg,0.07,mg,0.05,mg,0.21,mg,0.1,mg,0.27,mg,0.34,mg,0.12,mg,0.24,mg,0.51,mg,0.96,mg,0.22,mg,0.34,mg,0.25,mg,0.09,g,0.08,g,,,0.1,g,,g,0.31,g,0.29,g,0.03,g,,g,1.8,g,56.0,mg,164.0,mg,0.09,mg,0.62,mg,,mcg,,mcg,,mg,0.1,mg,0.05,mg,0.48,mg,0.14,mg,0.1,mg,25.5,mcg,,mcg,,mcg,,g,,,,mcg,,,0.8,g,,,0.06,g,,,,g,,g,,g,,g,,g,,g,,,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
3041011,Hạt hướng dương rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",652.0,21.65,g,53.6,g,20.83,g,,,3.13,mcg,31.25,mcg,1.46,mg,81.25,mg,5.47,mg,9.38,mg,671.88,mg,5.21,mg,0.77,g,0.36,mg,0.97,mg,1.19,mg,1.77,mg,0.98,mg,0.51,mg,0.47,mg,1.22,mg,0.69,mg,1.37,mg,2.5,mg,0.66,mg,1.16,mg,2.55,mg,5.81,mg,1.52,mg,1.23,mg,1.12,mg,4.64,g,2.3,g,1.76,g,19.3,g,,g,24.1,g,,g,,g,2.73,g,3.15,g,338.54,mg,687.5,mg,1.88,mg,2.03,mg,55.21,mcg,,,,mg,1.16,mg,0.31,mg,8.25,mg,0.88,mg,1.05,mg,118.23,mcg,118.23,mcg,,,,g,,g,,,,,8.96,g,,,19.15,g,,,,,,,,,,,,,0.03,g,0.02,g,24.01,g,0.06,g,,mcg,,,36.64,mg,118.23,mcg,57.4,mg,0.12,g,0.33,g,,g
3042011,Hạt hạnh nhân rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",652.0,21.23,g,55.17,g,17.68,g,,,,,,,,,291.0,mg,3.68,mg,339.0,mg,699.0,mg,3.07,mg,2.8,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,4.21,g,3.3,g,0.91,g,34.79,g,,,13.52,g,,,,,4.55,g,,,274.0,mg,466.0,mg,0.96,mg,,,4.1,mcg,,,,,0.09,mg,0.78,mg,3.67,mg,,,0.12,mg,27.0,mcg,27.0,mcg,,,,,,,,,,,10.5,g,,,34.58,g,,,,,,,,,,,,,,,0.22,g,13.52,g,,,,,,,25.97,mg,27.0,mcg,52.1,mg,,,,,,
3043011,Hạt óc chó rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",703.0,15.23,g,65.21,g,13.71,g,,,,,,,1.3,mg,98.0,mg,2.91,mg,2.0,mg,441.0,mg,3.09,mg,4.07,g,0.17,mg,0.6,mg,0.63,mg,1.17,mg,0.42,mg,0.24,mg,0.21,mg,0.71,mg,0.41,mg,0.75,mg,2.28,mg,0.39,mg,0.7,mg,1.83,mg,2.82,mg,0.82,mg,0.71,mg,0.93,mg,6.13,g,4.4,g,1.66,g,8.93,g,,,47.17,g,,,,,2.61,g,1.78,g,158.0,mg,346.0,mg,1.59,mg,3.41,mg,4.9,mcg,,,,,0.34,mg,0.15,mg,1.13,mg,0.57,mg,0.54,mg,98.0,mcg,98.0,mcg,2.7,mcg,,,,,,,,,6.7,g,,,8.8,g,,,,,,,,,,,,,,,,,38.09,g,9.08,g,,,,,0.7,mg,98.0,mcg,39.2,mg,0.06,g,,,,
3044011,Hạt macca rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",767.0,7.79,g,76.08,g,12.83,g,,,,,,,0.7,mg,70.0,mg,2.65,mg,353.0,mg,363.0,mg,1.29,mg,1.61,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,11.95,g,5.93,g,2.28,g,59.28,g,,,1.5,g,,,,,4.14,g,,,118.0,mg,198.0,mg,0.57,mg,,,11.7,mcg,,,,,0.71,mg,0.09,mg,2.27,mg,,,0.36,mg,10.0,mcg,10.0,mcg,,,,,,,,,,,8.0,g,,,44.38,g,,,,,,,,,,,0.08,g,0.67,g,12.73,g,1.3,g,0.2,g,,,,,0.57,mg,10.0,mcg,44.6,mg,,,,,,
3046011,Hạt dẻ cười rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",610.0,21.05,g,45.82,g,28.28,g,,,13.0,mcg,159.0,mcg,,,107.0,mg,4.03,mg,6.0,mg,1007.0,mg,2.34,mg,1.85,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,5.65,g,4.99,g,0.56,g,24.53,g,,,13.35,g,,,,,7.74,g,,,109.0,mg,469.0,mg,1.29,mg,,,10.0,mcg,,,,,0.7,mg,0.23,mg,1.37,mg,,,1.12,mg,51.0,mcg,51.0,mcg,,,,,,,,,,,10.3,g,,,23.93,g,,,,,,,,,,,0.01,g,,,0.46,g,13.13,g,0.21,g,,,,,2.17,mg,51.0,mcg,71.4,mg,,,,,,
4001,"Quả bầu, tươi","Rau, quả, củ dùng làm rau",18.0,0.6,g,0.02,g,3.88,g,,,0.83,mcg,10.0,mcg,12.0,mg,21.0,mg,0.2,mg,2.0,mg,150.0,mg,0.7,mg,95.1,g,3.0,mg,18.0,mg,33.0,mg,36.0,mg,21.0,mg,4.0,mg,,,15.0,mg,,,27.0,mg,14.0,mg,4.0,mg,,,,,,,,,,,,,0.0,g,0.0,g,,,0.0,g,0.0,g,0.01,g,0.01,g,,,,,0.4,g,11.0,mg,25.0,mg,0.03,mg,0.07,mg,0.2,mcg,,,,,0.02,mg,0.03,mg,0.4,mg,0.15,mg,0.04,mg,6.0,mcg,6.0,mcg,,,,,,,,,,,1.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001002,"Bầu, luộc","Rau, quả, củ dùng làm rau",19.0,0.65,g,,,4.19,g,,,0.9,mcg,10.75,mcg,7.1,mg,22.58,mg,0.22,mg,2.15,mg,161.29,mg,0.75,mg,94.73,g,0.0,mg,0.02,mg,0.04,mg,0.04,mg,0.02,mg,0.0,mg,,mg,0.02,mg,,mg,0.03,mg,0.02,mg,0.0,mg,,mg,,mg,,mg,,mg,,mg,,mg,0.0,g,0.0,g,,,0.0,g,,g,0.01,g,0.01,g,,,,g,0.43,g,11.83,mg,26.88,mg,0.03,mg,0.07,mg,0.22,mcg,,mcg,,mg,0.01,mg,0.03,mg,0.3,mg,0.16,mg,0.03,mg,3.87,mcg,,mcg,,mcg,,g,,,,mcg,,,1.08,g,,,0.0,g,,,,g,,g,,g,,g,,g,,g,,,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
4002,"Quả bí đao (bí xanh), tươi","Rau, quả, củ dùng làm rau",16.0,0.6,g,,,3.4,g,,,0.42,mcg,5.0,mcg,37.0,mg,26.0,mg,0.3,mg,12.73,mg,149.81,mg,,,95.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,g,7.64,mg,23.0,mg,,,,,,,,,,,0.01,mg,0.02,mg,0.3,mg,,,,,,,,,,,,,,,,,,,1.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002002,"Bí đao (bí xanh), luộc","Rau, quả, củ dùng làm rau",17.0,0.63,g,,,3.58,g,,,0.44,mcg,5.26,mcg,21.42,mg,27.37,mg,0.32,mg,13.4,mg,157.69,mg,,mg,95.26,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,g,,g,,g,,g,,g,,g,,g,,g,,g,0.53,g,8.04,mg,24.21,mg,,mg,,mg,,mcg,,mcg,,mg,0.01,mg,0.02,mg,0.22,mg,,mg,,mg,,mcg,,mcg,,mcg,,g,,g,,mcg,,,1.05,g,,,,g,,mcg,,g,,g,,g,,g,,g,,g,,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,g,,g,,g
4003,"Quả bí ngô, tươi","Rau, quả, củ dùng làm rau",29.0,0.3,g,0.07,g,6.83,g,,,236.83,mcg,1512.0,mcg,9.0,mg,24.0,mg,0.5,mg,8.4,mg,348.5,mg,0.1,mg,92.0,g,18.0,mg,31.0,mg,47.0,mg,69.0,mg,63.0,mg,12.0,mg,10.0,mg,34.0,mg,18.0,mg,48.0,mg,46.0,mg,20.0,mg,47.0,mg,151.0,mg,233.0,mg,31.0,mg,29.0,mg,37.0,mg,0.05,g,0.04,g,0.0,g,0.01,g,0.01,g,0.01,g,0.0,g,0.0,g,,,0.8,g,10.0,mg,16.0,mg,0.21,mg,16.0,mg,0.3,mcg,,,1.06,mg,0.06,mg,0.03,mg,0.4,mg,0.3,mg,0.06,mg,16.0,mcg,16.0,mcg,1.1,mcg,0.01,g,,,,,1500.0,mcg,0.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
