code,name_vi,category,Năng lượng,Chất đạm,Chất đạm_unit,Chất béo (Fat),Chất béo (Fat)_unit,Chất bột đường,Chất bột đường_unit,Retinol,Retinol_unit,Vitamin A (RAE),Vitamin A (RAE)_unit,Beta-carotene,Beta-carotene_unit,Vitamin C,Vitamin C_unit,Canxi,Canxi_unit,Sắt,Sắt_unit,Natri,Natri_unit,Kali,Kali_unit,Kẽm,Kẽm_unit,Nước,Nước_unit,Tryptophan,Tryptophan_unit,Threonine,Threonine_unit,Isoleucine,Isoleucine_unit,Leucine,Leucine_unit,Lysine,Lysine_unit,Methionine,Methionine_unit,Cystine,Cystine_unit,Phenylalanine,Phenylalanine_unit,Tyrosine,Tyrosine_unit,Valine,Valine_unit,Arginine,Arginine_unit,Histidine,Histidine_unit,Alanine,Alanine_unit,Axit Aspartic,Axit Aspartic_unit,Axit Glutamic,Axit Glutamic_unit,Glycine,Glycine_unit,Proline,Proline_unit,Serine,Serine_unit,Axit béo bão hòa tổng số,Axit béo bão hòa tổng số_unit,C16:0,C16:0_unit,C18:0,C18:0_unit,Axit béo không bão hòa đơn tổng số,Axit béo không bão hòa đơn tổng số_unit,C18:1 c,C18:1 c_unit,Axit béo không bão hòa đa tổng số,Axit béo không bão hòa đa tổng số_unit,"C 18:2, cis, n-6 (Linoleic Acid)","C 18:2, cis, n-6 (Linoleic Acid)_unit","C 18:3, cis, n-3 (Alpha-Linolenic Acid)","C 18:3, cis, n-3 (Alpha-Linolenic Acid)_unit","Sugars, total","Sugars, total_unit",Tro,Tro_unit,Magie,Magie_unit,Photpho,Photpho_unit,Đồng,Đồng_unit,Mangan,Mangan_unit,Selen,Selen_unit,Vitamin D (D2 + D3),Vitamin D (D2 + D3)_unit,Vitamin E,Vitamin E_unit,Vitamin B1 (Thiamin),Vitamin B1 (Thiamin)_unit,Vitamin B2 (Riboflavin),Vitamin B2 (Riboflavin)_unit,Vitamin B3 (Niacin),Vitamin B3 (Niacin)_unit,Vitamin B5 (axit pantothenic),Vitamin B5 (axit pantothenic)_unit,Vitamin B6,Vitamin B6_unit,Vitamin B9 (Folate),Vitamin B9 (Folate)_unit,"Folate, food","Folate, food_unit",Vitamin K1 (Phylloquinone),Vitamin K1 (Phylloquinone)_unit,C16:1 c,C16:1 c_unit,C20:4 n-6,C20:4 n-6_unit,Lycopene,Lycopene_unit,Lutein + zeaxanthin,Lutein + zeaxanthin_unit,Chất xơ,Chất xơ_unit,Cholesterol,Cholesterol_unit,C18:1 undifferentiated,C18:1 undifferentiated_unit,Vitamin B12,Vitamin B12_unit,C4:0,C4:0_unit,C6:0,C6:0_unit,C8:0,C8:0_unit,C10:0,C10:0_unit,C12:0,C12:0_unit,C14:0,C14:0_unit,C16:1 undifferentiated,C16:1 undifferentiated_unit,C18:2 undifferentiated,C18:2 undifferentiated_unit,C18:3 undifferentiated,C18:3 undifferentiated_unit,F,F_unit,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol)_unit,"Tocopherol, alpha","Tocopherol, alpha_unit","Folate, DFE","Folate, DFE_unit","Choline, total","Choline, total_unit",C20:0,C20:0_unit,C22:0,C22:0_unit,"Fatty acids, total trans","Fatty acids, total trans_unit"
2015,"Miến dong, khô",Khoai củ và sản phẩm chế biến,338.0,0.6,g,0.1,g,83.7,g,,,,,,,,,40.0,mg,1.0,mg,,,,,,,14.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,g,,,120.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Bột dong lọc,Khoai củ và sản phẩm chế biến,343.0,0.6,g,,,85.2,g,,,,,,,,,37.0,mg,1.7,mg,,,,,,,14.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,g,,,18.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Bột khoai lang,Khoai củ và sản phẩm chế biến,341.0,2.2,g,0.5,g,81.8,g,,,,,,,,,50.0,mg,2.0,mg,,,,,,,14.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,g,,,95.0,mg,,,,,,,,,,,0.24,mg,0.09,mg,1.5,mg,,,,,,,,,,,,,,,,,,,1.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Bột khoai riềng (bột đao),Khoai củ và sản phẩm chế biến,343.0,0.2,g,,,85.6,g,,,,,,,,,16.0,mg,,,,,,,,,14.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,g,,,17.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Bột khoai tây (lọc),Khoai củ và sản phẩm chế biến,346.0,1.0,g,0.25,g,84.85,g,,,,,,,,,30.0,mg,3.0,mg,,,,,,,13.6,g,9.0,mg,20.0,mg,22.0,mg,33.0,mg,35.0,mg,8.0,mg,5.0,mg,24.0,mg,12.0,mg,36.0,mg,25.0,mg,10.0,mg,21.0,mg,91.0,mg,80.0,mg,17.0,mg,21.0,mg,21.0,mg,0.09,g,0.06,g,0.01,g,0.01,g,0.0,g,0.15,g,0.11,g,0.04,g,,,0.3,g,,,125.0,mg,,,,,,,,,0.25,mg,0.01,mg,,,0.35,mg,0.47,mg,0.77,mg,25.0,mcg,25.0,mcg,,,0.0,g,,,,,,,0.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Bột sắn,Khoai củ và sản phẩm chế biến,341.0,2.4,g,0.5,g,81.8,g,,,,,,,,,84.0,mg,,,,,,,,,14.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,g,,,37.0,mg,,,,,,,,,,,0.02,mg,0.03,mg,0.06,mg,,,,,,,,,,,,,,,,,,,2.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Bột sắn dây,Khoai củ và sản phẩm chế biến,343.0,0.7,g,,,85.1,g,,,,,,,,,18.0,mg,1.5,mg,,,,,,,14.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,g,,,20.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,"Khoai lang, khô",Khoai củ và sản phẩm chế biến,348.0,2.2,g,0.5,g,83.6,g,,,34.77,mcg,417.19,mcg,,,94.56,mg,2.78,mg,86.22,mg,584.06,mg,0.56,mg,11.0,g,4.0,mg,110.0,mg,90.0,mg,120.0,mg,70.0,mg,30.0,mg,33.0,mg,100.0,mg,132.0,mg,90.0,mg,90.0,mg,40.0,mg,159.5,mg,484.0,mg,382.25,mg,115.5,mg,93.5,mg,137.5,mg,0.05,g,0.05,g,0.0,g,0.0,g,0.0,g,0.04,g,0.03,g,0.0,g,,,2.7,g,559.03,mg,137.39,mg,0.72,mg,1.08,mg,19.75,mcg,,,0.72,mg,0.09,mg,0.07,mg,1.67,mg,2.23,mg,0.58,mg,30.59,mcg,30.59,mcg,5.01,mcg,,,,,,,,,3.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,"Khoai tây, khô",Khoai củ và sản phẩm chế biến,343.0,6.6,g,0.3,g,78.5,g,,,1.48,mcg,17.8,mcg,,,37.0,mg,4.3,mg,24.92,mg,1409.76,mg,1.07,mg,11.0,g,50.0,mg,240.0,mg,750.0,mg,750.0,mg,330.0,mg,110.0,mg,33.0,mg,360.0,mg,155.1,mg,320.0,mg,290.0,mg,110.0,mg,250.8,mg,696.3,mg,574.2,mg,211.2,mg,211.2,mg,231.0,mg,0.08,g,0.05,g,0.01,g,0.01,g,0.0,g,0.13,g,0.1,g,0.03,g,,,3.6,g,113.92,mg,180.0,mg,0.82,mg,0.71,mg,1.78,mcg,,,0.04,mg,0.36,mg,0.18,mg,3.2,mg,1.0,mg,0.72,mg,64.08,mcg,64.08,mcg,5.7,mcg,0.0,g,,,,,46.28,mcg,3.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,"Khoai tây lát, chiên",Khoai củ và sản phẩm chế biến,550.0,2.2,g,35.4,g,55.6,g,,,,,,,1.0,mg,37.0,mg,2.1,mg,,,,,,,3.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,g,,,130.0,mg,,,,,,,,,,,0.15,mg,0.02,mg,4.6,mg,,,,,,,,,,,,,,,,,,,6.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,"Sắn, củ, khô",Khoai củ và sản phẩm chế biến,352.0,3.0,g,0.7,g,83.3,g,,,,,,,,,96.0,mg,7.9,mg,,,,,,,11.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,g,,,81.0,mg,,,,,,,,,,,0.06,mg,0.05,mg,0.8,mg,,,,,,,,,,,,,,,,,,,3.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Trân châu sắn,Khoai củ và sản phẩm chế biến,344.0,1.0,g,,,84.9,g,,,,,,,,,30.0,mg,2.0,mg,,,,,,,14.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,g,,,50.0,mg,,,,,,,,,,,0.04,mg,,,,,,,,,,,,,,,,,,,,,,,0.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026002,Trân châu sắn luộc ,Khoai củ và sản phẩm chế biến,344.0,1.0,g,,,84.9,g,,,,,,,,mg,30.0,mg,2.0,mg,,mg,,mg,,mg,14.0,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,g,,g,,g,,g,,g,,g,,g,,g,,g,0.1,g,,mg,50.0,mg,,mg,,mg,,mcg,,mcg,,mg,0.02,mg,,mg,,mg,,mg,,mg,,mcg,,mcg,,mcg,,g,,g,,,,,0.6,g,,,,g,,mcg,,g,,g,,g,,g,,g,,g,,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,g,,g,,g
3001,"Cùi dừa già, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",385.0,4.8,g,36.0,g,10.4,g,,,,,,,2.0,mg,30.0,mg,30.0,mg,7.0,mg,555.0,mg,5.0,mg,47.6,g,39.0,mg,121.0,mg,131.0,mg,247.0,mg,147.0,mg,62.0,mg,66.0,mg,169.0,mg,103.0,mg,202.0,mg,546.0,mg,77.0,mg,170.0,mg,325.0,mg,761.0,mg,158.0,mg,138.0,mg,172.0,mg,29.7,g,2.84,g,1.73,g,1.43,g,1.43,g,0.37,g,0.37,g,,,,,1.2,g,160.0,mg,154.0,mg,0.05,mg,1.3,mg,,,,,0.24,mg,0.1,mg,0.01,mg,0.2,mg,0.3,mg,0.05,mg,26.0,mcg,26.0,mcg,0.2,mcg,,,,,,,,,4.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,"Cùi dừa non, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",54.0,3.5,g,1.7,g,6.1,g,,,,,,,6.0,mg,4.0,mg,1.0,mg,141.0,mg,454.0,mg,,,87.8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,g,74.0,mg,53.0,mg,,,,,,,,,,,0.04,mg,0.03,mg,0.8,mg,,,,,,,,,,,,,,,,,,,3.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,"Đậu cô ve, hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",335.0,21.8,g,1.6,g,58.4,g,,,,,,,,,96.0,mg,,,,,,,,,14.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,g,,,360.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,"Đậu đen, hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",341.0,24.2,g,1.7,g,57.3,g,,,2.5,mcg,30.0,mcg,3.0,mg,56.0,mg,6.1,mg,,,,,,,14.0,g,256.0,mg,909.0,mg,954.0,mg,1725.0,mg,1483.0,mg,325.0,mg,235.0,mg,1168.0,mg,608.0,mg,1130.0,mg,1337.0,mg,601.0,mg,905.0,mg,2613.0,mg,3294.0,mg,843.0,mg,916.0,mg,1175.0,mg,0.37,g,0.34,g,0.02,g,0.12,g,0.12,g,0.61,g,0.33,g,0.28,g,,,2.8,g,,,354.0,mg,,,,,,,,,0.22,mg,0.5,mg,0.21,mg,1.8,mg,0.9,mg,0.29,mg,444.0,mcg,444.0,mcg,6.0,mcg,,,,,,,,,4.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,"Đậu đũa, hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",338.0,23.7,g,2.0,g,56.2,g,,,0.83,mcg,10.0,mcg,1.0,mg,110.0,mg,6.5,mg,,,,,,,14.0,g,323.0,mg,911.0,mg,1514.0,mg,1931.0,mg,1503.0,mg,312.0,mg,123.0,mg,1176.0,mg,592.0,mg,1554.0,mg,1975.0,mg,1140.0,mg,908.0,mg,2904.0,mg,3594.0,mg,871.0,mg,1488.0,mg,1198.0,mg,0.33,g,0.25,g,0.05,g,0.11,g,0.09,g,0.54,g,0.34,g,0.2,g,,,4.1,g,,,382.0,mg,,,,,,,,,0.39,mg,0.59,mg,0.22,mg,2.3,mg,1.5,mg,0.36,mg,633.0,mcg,633.0,mcg,5.0,mcg,0.0,g,,,,,,,4.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,"Đậu Hà lan, hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",342.0,22.2,g,1.4,g,60.1,g,,,5.83,mcg,70.0,mcg,2.0,mg,57.0,mg,4.4,mg,9.0,mg,135.0,mg,4.0,mg,13.6,g,275.0,mg,872.0,mg,1014.0,mg,1760.0,mg,1772.0,mg,251.0,mg,373.0,mg,1132.0,mg,711.0,mg,1159.0,mg,2188.0,mg,597.0,mg,1080.0,mg,2896.0,mg,4196.0,mg,1092.0,mg,1014.0,mg,1080.0,mg,0.16,g,0.13,g,0.03,g,0.24,g,0.23,g,0.5,g,0.41,g,0.08,g,,,2.7,g,145.0,mg,303.0,mg,0.93,mg,,,0.4,mcg,,,0.09,mg,0.77,mg,0.18,mg,3.1,mg,1.76,mg,0.17,mg,274.0,mcg,274.0,mcg,14.5,mcg,,,,,,,,,6.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,"Đậu tương, đậu nành, hạt khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",418.0,34.0,g,18.4,g,29.1,g,,,2.5,mcg,30.0,mcg,4.0,mg,165.0,mg,11.0,mg,2.0,mg,1504.0,mg,3.8,mg,14.0,g,480.0,mg,1600.0,mg,1670.0,mg,2240.0,mg,1970.0,mg,680.0,mg,485.0,mg,1800.0,mg,988.0,mg,1430.0,mg,2410.0,mg,780.0,mg,1671.0,mg,4361.0,mg,7098.0,mg,1551.0,mg,1989.0,mg,1851.0,mg,2.66,g,1.95,g,0.66,g,4.06,g,4.01,g,10.39,g,9.16,g,1.23,g,,,4.5,g,236.0,mg,690.0,mg,0.3,mg,1.2,mg,1.5,mcg,,,0.85,mg,0.54,mg,0.29,mg,2.3,mg,0.79,mg,0.38,mg,375.0,mcg,375.0,mcg,47.0,mcg,0.05,g,,,,,,,4.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,"Đậu trắng (đậu tây), hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",341.0,23.2,g,2.1,g,57.4,g,,,0.83,mcg,10.0,mcg,3.0,mg,160.0,mg,6.8,mg,,,,,,,14.0,g,320.0,mg,740.0,mg,950.0,mg,1460.0,mg,1160.0,mg,300.0,mg,133.0,mg,1280.0,mg,631.0,mg,930.0,mg,1620.0,mg,600.0,mg,551.0,mg,1976.0,mg,3564.0,mg,680.0,mg,778.0,mg,1069.0,mg,0.12,g,0.11,g,0.01,g,0.06,g,0.06,g,0.46,g,0.18,g,0.28,g,,,3.3,g,,,514.0,mg,,,,,,,,,0.22,mg,0.54,mg,0.18,mg,2.1,mg,0.78,mg,0.4,mg,394.0,mcg,394.0,mcg,19.0,mcg,,,,,,,,,3.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,"Đậu trứng cuốc, hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",340.0,25.8,g,2.0,g,54.8,g,,,,,,,,,,,,,,,,,,,14.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,"Đậu xanh (đậu tắt), hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",346.0,23.4,g,2.4,g,57.8,g,,,2.5,mcg,30.0,mcg,4.0,mg,64.0,mg,4.8,mg,6.0,mg,1132.0,mg,1.1,mg,14.0,g,432.0,mg,736.0,mg,941.0,mg,1607.0,mg,2145.0,mg,458.0,mg,113.0,mg,1259.0,mg,556.0,mg,989.0,mg,1470.0,mg,663.0,mg,809.0,mg,2449.0,mg,3122.0,mg,758.0,mg,802.0,mg,908.0,mg,0.35,g,0.25,g,0.07,g,0.16,g,0.16,g,0.38,g,0.36,g,0.03,g,,,2.4,g,270.0,mg,377.0,mg,0.88,mg,,,,,,,0.51,mg,0.72,mg,0.15,mg,2.4,mg,1.91,mg,0.38,mg,625.0,mcg,625.0,mcg,9.0,mcg,,,,,,,,,4.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,"Hạt dẻ to, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",652.0,18.0,g,59.0,g,12.2,g,,,0.83,mcg,10.0,mcg,3.0,mg,61.0,mg,2.3,mg,,,,,,,9.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,g,,,510.0,mg,,,,,,,,,,,0.48,mg,0.13,mg,1.2,mg,,,,,,,,,,,,,,,,,,,3.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,"Hạt dẻ to, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",223.0,4.2,g,1.11,g,49.07,g,,,,,,,36.0,mg,18.0,mg,1.41,mg,3.0,mg,447.0,mg,0.87,mg,43.95,g,49.0,mg,167.0,mg,157.0,mg,259.0,mg,228.0,mg,101.0,mg,110.0,mg,190.0,mg,125.0,mg,220.0,mg,430.0,mg,121.0,mg,200.0,mg,852.0,mg,537.0,mg,184.0,mg,162.0,mg,184.0,mg,0.16,g,0.15,g,0.01,g,0.58,g,0.56,g,0.29,g,0.26,g,0.03,g,,,1.67,g,84.0,mg,96.0,mg,0.36,mg,1.6,mg,,,,,,,0.16,mg,0.18,mg,0.8,mg,0.56,mg,0.41,mg,68.0,mcg,68.0,mcg,,,0.01,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,"Hạt dẻ, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",363.0,6.82,g,1.81,g,79.76,g,,,,,,,58.5,mg,29.0,mg,2.29,mg,5.0,mg,726.0,mg,1.41,mg,8.9,g,80.0,mg,272.0,mg,255.0,mg,421.0,mg,371.0,mg,0.17,mg,179.0,mg,309.0,mg,203.0,mg,358.0,mg,699.0,mg,197.0,mg,324.0,mg,1385.0,mg,873.0,mg,299.0,mg,263.0,mg,299.0,mg,0.27,g,0.25,g,0.02,g,0.95,g,0.91,g,0.47,g,0.42,g,0.05,g,,,2.71,g,137.0,mg,155.0,mg,0.59,mg,2.6,mg,,,,,,,0.26,mg,0.29,mg,1.3,mg,0.9,mg,0.67,mg,110.0,mcg,110.0,mcg,,,0.01,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,"Hạt đen, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",486.0,17.3,g,29.0,g,39.0,g,,,,,,,,,84.0,mg,,,,,,,,,12.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,g,,,255.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,"Hạt điều, khô ","Hạt, quả giàu đạm, béo và sản phẩm chế biến",608.0,18.4,g,46.3,g,29.3,g,,,0.42,mcg,5.0,mcg,1.0,mg,28.0,mg,3.6,mg,12.0,mg,660.0,mg,5.78,mg,3.4,g,287.0,mg,688.0,mg,789.0,mg,1472.0,mg,928.0,mg,362.0,mg,393.0,mg,951.0,mg,508.0,mg,1094.0,mg,2123.0,mg,456.0,mg,837.0,mg,1795.0,mg,4506.0,mg,937.0,mg,812.0,mg,1079.0,mg,7.78,g,3.92,g,3.22,g,23.8,g,23.52,g,7.85,g,7.78,g,0.06,g,5.91,g,2.6,g,292.0,mg,462.0,mg,2.2,mg,1.66,mg,19.9,mcg,,,0.9,mg,0.25,mg,0.34,mg,2.4,mg,0.86,mg,0.42,mg,25.0,mcg,25.0,mcg,34.1,mcg,0.14,g,,,,,,,0.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,g,0.17,g,,
3016,"Hạt mít, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",166.0,0.7,g,1.1,g,38.3,g,,,,,,,,,46.0,mg,3.4,mg,,,,,,,58.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,g,,,34.4,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,"Lạc hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",583.0,27.5,g,44.5,g,18.0,g,,,0.83,mcg,10.0,mcg,0.8,mg,68.0,mg,2.2,mg,4.0,mg,421.0,mg,1.9,mg,7.5,g,300.0,mg,770.0,mg,880.0,mg,1760.0,mg,990.0,mg,360.0,mg,249.0,mg,1680.0,mg,669.0,mg,1290.0,mg,2720.0,mg,580.0,mg,669.0,mg,2952.0,mg,5070.0,mg,1287.0,mg,1236.0,mg,1557.0,mg,6.18,g,4.66,g,0.99,g,22.08,g,21.47,g,14.06,g,14.06,g,0.0,g,,,2.5,g,185.0,mg,420.0,mg,0.42,mg,1.6,mg,,,,,8.33,mg,0.44,mg,0.12,mg,16.0,mg,1.77,mg,0.35,mg,240.0,mcg,240.0,mcg,,,0.01,g,,,,,,,2.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017011,Lạc rang dầu,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",1.0,,,44.5,g,18.0,g,,,0.83,mcg,10.0,mcg,0.6,mg,68.0,mg,2.2,mg,4.0,mg,421.0,mg,1.9,mg,7.5,g,0.3,mg,0.77,mg,0.88,mg,1.76,mg,0.99,mg,0.36,mg,0.25,mg,1.68,mg,0.67,mg,1.29,mg,2.72,mg,0.58,mg,0.67,mg,2.95,mg,5.07,mg,1.29,mg,1.24,mg,1.56,mg,6.83,g,5.15,g,1.1,g,24.43,g,,,15.56,g,15.56,g,0.0,g,,,2.5,g,185.0,mg,420.0,mg,0.42,mg,1.6,mg,,,,,8.33,mg,0.33,mg,0.09,mg,12.0,mg,1.33,mg,0.28,mg,48.0,mcg,,,,,,,,,,,,,2.5,g,,,23.76,g,,,,,,,,,,,,,,,0.01,g,,,,,,,,,,,,,,,,,,,,
3018,"Quả cọ, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",192.0,2.3,g,13.4,g,15.6,g,,,3.42,mcg,41.0,mcg,8.0,mg,38.0,mg,0.2,mg,11.26,mg,1452.06,mg,3.0,mg,67.1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,g,0.03,g,0.0,g,0.01,g,,,0.09,g,0.08,g,0.01,g,,,1.6,g,8.04,mg,34.0,mg,0.64,mg,,,0.56,mcg,,,0.5,mg,0.05,mg,0.18,mg,0.9,mg,,,0.81,mg,24.0,mcg,24.0,mcg,,,0.01,g,,,,,,,3.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,"Quả đại hái, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",440.0,20.0,g,38.0,g,4.6,g,,,,,,,,,66.0,mg,3.1,mg,,,,,,,35.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,g,,,440.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,"Vừng (đen, trắng), hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",582.0,20.1,g,46.4,g,21.1,g,,,1.25,mcg,15.0,mcg,,,975.0,mg,14.55,mg,11.0,mg,468.0,mg,7.75,mg,7.6,g,360.0,mg,680.0,mg,840.0,mg,1410.0,mg,680.0,mg,600.0,mg,202.0,mg,1410.0,mg,712.0,mg,1000.0,mg,1850.0,mg,300.0,mg,1082.0,mg,1134.0,mg,4154.0,mg,1245.0,mg,1245.0,mg,982.0,mg,6.5,g,4.15,g,1.95,g,17.52,g,17.3,g,20.34,g,19.97,g,0.35,g,0.3,g,4.8,g,351.0,mg,629.0,mg,4.08,mg,2.46,mg,5.7,mcg,,,0.25,mg,0.79,mg,0.25,mg,4.52,mg,0.05,mg,0.79,mg,97.0,mcg,97.0,mcg,,,0.14,g,,,,,,,3.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
